segment_id,joint,signal,start_time_sec,end_time_sec,duration_sec,phase,label,slope,intercept,start_value,end_value,mean_value
0,joint4,effort,0.0,2.8106930255889893,2.8106930255889893,home,constant,0.0,-0.1364886611700058,-0.1364886611700058,-0.1364886611700058,-0.1364886611700058
1,joint4,effort,3.011448383331299,5.821768760681152,2.8103203773498535,gripper_opening,constant,0.0,-0.1364886611700058,-0.1364886611700058,-0.1364886611700058,-0.1364886611700058
2,joint4,effort,6.023050785064697,10.840180397033691,4.817129611968994,pick,constant,0.016487725250496108,-0.23579506768393743,-0.1364886611700058,-0.0570651516318321,-0.09677690640091895
3,joint4,effort,11.04088830947876,11.844084978103638,0.8031966686248779,pick,ramp_up,0.020390983334942152,-0.2781810839013135,-0.0530545003712177,-0.0366604216396808,-0.04485793635249134
4,joint4,effort,12.044848918914795,15.858628511428833,3.813779592514038,pick,constant,0.0035942196149248615,-0.07581789318200517,-0.0325260609388351,-0.018818499520421,-0.02567228022962805
5,joint4,effort,16.05931830406189,17.86586356163025,1.8065452575683594,gripper_closing,constant,0.0021629691706699142,-0.05355430991408192,-0.018818499520421,-0.0149109978228807,-0.016864748671650852
6,joint4,effort,18.066617488861084,19.873356819152832,1.806739330291748,lift,ramp_down,-0.05652468051820704,0.9916678588693372,-0.0295419227331876,-0.131667286157608,-0.0806046044453978
7,joint4,effort,20.074138641357422,20.87700128555298,0.8028626441955566,lift,constant,0.014223415747324409,-0.41980828464685066,-0.131667286157608,-0.1185747385025024,-0.12857570648193356
8,joint4,effort,21.077982664108276,21.88074803352356,0.8027653694152832,place,ramp_up,0.06163766871167212,-1.4050390811413656,-0.1065898016095161,-0.0586127825081348,-0.08110161349177356
9,joint4,effort,22.081480264663696,22.88437843322754,0.8028981685638428,place,constant,-2.837162163592163e-17,-0.058612782508134155,-0.0586127825081348,-0.0586127825081348,-0.0586127825081348
10,joint4,effort,23.08501386642456,24.89111089706421,1.8060970306396484,gripper_opening,constant,-0.003157063414482828,0.01426807019238295,-0.0586127825081348,-0.0643147453665733,-0.06146376393735405
11,joint4,effort,25.09225034713745,25.895004749298096,0.8027544021606445,retract,ramp_down,-0.052523714261186516,1.241596011504932,-0.0758614614605903,-0.1179709210991859,-0.09742088168859478
12,joint4,effort,26.095709562301636,26.898377895355225,0.8026683330535889,retract,constant,-0.014878144134646398,0.2577283728204661,-0.1271171420812606,-0.1399113684892654,-0.13649834692478174
13,joint4,effort,27.09904980659485,31.916902542114258,4.817852735519409,return_home,constant,0.000594082114600898,-0.1560104293020423,-0.1399113684892654,-0.1370491683483123,-0.13848026841878885
